1,1,0,201,201,408,408,
2,0,201,0,201,408,200,
3,0,201,202,201,408,206,
4,0,403,0,201,206,200,
5,1,0,403,201,200,206,
6,1,202,303,101,206,206,
7,1,304,355,51,104,104,
8,0,407,304,51,52,50,
9,1,304,407,51,50,52,
